"initial_alias","converted_alias","name","description","namespace"
"6817","ENSG00000289755","None","novel transcript","ENTREZGENE_ACC"
"107984835","None","None","None",""
"728734","ENSG00000255524","NPIPB8","nuclear pore complex interacting protein family member B8 [Source:HGNC Symbol;Acc:HGNC:37490]","ENTREZGENE_ACC"
"8663","ENSG00000184110","EIF3C","eukaryotic translation initiation factor 3 subunit C [Source:HGNC Symbol;Acc:HGNC:3279]","ENTREZGENE_ACC"
"102465907","ENSG00000278340","MIR6862-2","microRNA 6862-2 [Source:HGNC Symbol;Acc:HGNC:50192]","ENTREZGENE_ACC"
"100507607","ENSG00000196993","NPIPB9","nuclear pore complex interacting protein family member B9 [Source:HGNC Symbol;Acc:HGNC:41987]","ENTREZGENE_ACC"
"105379464","None","None","None",""
"11273","ENSG00000168488","ATXN2L","ataxin 2 like [Source:HGNC Symbol;Acc:HGNC:31326]","ENTREZGENE_ACC"
"7284","ENSG00000178952","TUFM","Tu translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12420]","ENTREZGENE_ACC"
"100616256","ENSG00000283845","MIR4721","microRNA 4721 [Source:HGNC Symbol;Acc:HGNC:41609]","ENTREZGENE_ACC"
"25970","ENSG00000178188","SH2B1","SH2B adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30417]","ENTREZGENE_ACC"
"487","ENSG00000196296","ATP2A1","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:811]","ENTREZGENE_ACC"
"100289092","ENSG00000260442","ATP2A1-AS1","ATP2A1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51370]","ENTREZGENE_ACC"
"79874","ENSG00000177548","RABEP2","rabaptin, RAB GTPase binding effector protein 2 [Source:HGNC Symbol;Acc:HGNC:24817]","ENTREZGENE_ACC"
"930","ENSG00000177455","CD19","CD19 molecule [Source:HGNC Symbol;Acc:HGNC:1633]","ENTREZGENE_ACC"
"84901","ENSG00000176953","NFATC2IP","nuclear factor of activated T cells 2 interacting protein [Source:HGNC Symbol;Acc:HGNC:25906]","ENTREZGENE_ACC"
"100616487","ENSG00000284541","MIR4517","microRNA 4517 [Source:HGNC Symbol;Acc:HGNC:41878]","ENTREZGENE_ACC"
"83985","ENSG00000169682","SPNS1","SPNS lysolipid transporter 1, lysophospholipid [Source:HGNC Symbol;Acc:HGNC:30621]","ENTREZGENE_ACC"
"27040","ENSG00000213658","LAT","linker for activation of T cells [Source:HGNC Symbol;Acc:HGNC:18874]","ENTREZGENE_ACC"
"653390","None","None","None",""
"101928215","None","None","None",""
"107984832","None","None","None",""
"101928188","None","None","None",""
"102723708","None","None","None",""
"105371159","None","None","None",""
"107984833","None","None","None",""
"440352","None","None","None",""
"728888","ENSG00000254206","NPIPB11","nuclear pore complex interacting protein family member B11 [Source:HGNC Symbol;Acc:HGNC:37453]","ENTREZGENE_ACC"
"100422558","None","None","None",""
"107282092","ENSG00000261740","BOLA2-SMG1P6","BOLA2-SMG1P6 readthrough [Source:HGNC Symbol;Acc:HGNC:53563]","ENTREZGENE_ACC"
"606724","None","None","None",""
"552900","ENSG00000169627","BOLA2B","bolA family member 2B [Source:HGNC Symbol;Acc:HGNC:32479]","ENTREZGENE_ACC"
"552900","ENSG00000183336","BOLA2","bolA family member 2 [Source:HGNC Symbol;Acc:HGNC:29488]","ENTREZGENE_ACC"
"79008","ENSG00000181625","SLX1B","SLX1 homolog B, structure-specific endonuclease subunit [Source:HGNC Symbol;Acc:HGNC:28748]","ENTREZGENE_ACC"
"100526831","ENSG00000260280","SLX1B-SULT1A4","SLX1B-SULT1A4 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:48353]","ENTREZGENE_ACC"
"445329","ENSG00000213648","SULT1A4","sulfotransferase family 1A member 4 [Source:HGNC Symbol;Acc:HGNC:30004]","ENTREZGENE_ACC"
"388242","None","None","None",""
"101928556","None","None","None",""
"440353","ENSG00000169203","NPIPB12","nuclear pore complex interacting protein family member B12 [Source:HGNC Symbol;Acc:HGNC:37491]","ENTREZGENE_ACC"
"440354","None","None","None",""
"105371168","None","None","None",""
"100847041","ENSG00000266758","MIR3680-2","microRNA 3680-2 [Source:HGNC Symbol;Acc:HGNC:43472]","ENTREZGENE_ACC"
"6693","ENSG00000197471","SPN","sialophorin [Source:HGNC Symbol;Acc:HGNC:11249]","ENTREZGENE_ACC"
"23475","ENSG00000103485","QPRT","quinolinate phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:9755]","ENTREZGENE_ACC"
"283897","ENSG00000185905","C16orf54","chromosome 16 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:26649]","ENTREZGENE_ACC"
"653808","ENSG00000174992","ZG16","zymogen granule protein 16 [Source:HGNC Symbol;Acc:HGNC:30961]","ENTREZGENE_ACC"
"105371167","None","None","None",""
"3835","ENSG00000079616","KIF22","kinesin family member 22 [Source:HGNC Symbol;Acc:HGNC:6391]","ENTREZGENE_ACC"
"107984837","None","None","None",""
"4150","ENSG00000103495","MAZ","MYC associated zinc finger protein [Source:HGNC Symbol;Acc:HGNC:6914]","ENTREZGENE_ACC"
"112268170","ENSG00000238045","MVP-DT","MVP divergent transcript [Source:HGNC Symbol;Acc:HGNC:56029]","ENTREZGENE_ACC"
"112476","ENSG00000167371","PRRT2","proline rich transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:30500]","ENTREZGENE_ACC"
"79447","ENSG00000280789","PAGR1","PAXIP1 associated glutamate rich protein 1 [Source:HGNC Symbol;Acc:HGNC:28707]","ENTREZGENE_ACC"
"9961","ENSG00000013364","MVP","major vault protein [Source:HGNC Symbol;Acc:HGNC:7531]","ENTREZGENE_ACC"
"10423","ENSG00000103502","CDIPT","CDP-diacylglycerol--inositol 3-phosphatidyltransferase [Source:HGNC Symbol;Acc:HGNC:1769]","ENTREZGENE_ACC"
"440356","ENSG00000293487","CDIPTOSP","CDIP transferase opposite strand, pseudogene [Source:HGNC Symbol;Acc:HGNC:48609]","ENTREZGENE_ACC"
"26470","ENSG00000174938","SEZ6L2","seizure related 6 homolog like 2 [Source:HGNC Symbol;Acc:HGNC:30844]","ENTREZGENE_ACC"
"253982","ENSG00000174939","ASPHD1","aspartate beta-hydroxylase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27380]","ENTREZGENE_ACC"
"253980","ENSG00000174943","KCTD13","potassium channel tetramerization domain containing 13 [Source:HGNC Symbol;Acc:HGNC:22234]","ENTREZGENE_ACC"
"107984836","None","None","None",""
"124446","ENSG00000149932","TMEM219","transmembrane protein 219 [Source:HGNC Symbol;Acc:HGNC:25201]","ENTREZGENE_ACC"
"9344","ENSG00000149930","TAOK2","TAO kinase 2 [Source:HGNC Symbol;Acc:HGNC:16835]","ENTREZGENE_ACC"
"8479","ENSG00000149929","HIRIP3","HIRA interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:4917]","ENTREZGENE_ACC"
"283899","ENSG00000169592","INO80E","INO80 complex subunit E [Source:HGNC Symbol;Acc:HGNC:26905]","ENTREZGENE_ACC"
"8448","ENSG00000149927","DOC2A","double C2 domain alpha [Source:HGNC Symbol;Acc:HGNC:2985]","ENTREZGENE_ACC"
"146378","ENSG00000167194","C16orf92","chromosome 16 open reading frame 92 [Source:HGNC Symbol;Acc:HGNC:26346]","ENTREZGENE_ACC"
"83723","ENSG00000149926","TLCD3B","TLC domain containing 3B [Source:HGNC Symbol;Acc:HGNC:25295]","ENTREZGENE_ACC"
"112694756","ENSG00000285043","None","novel protein","ENTREZGENE_ACC"
"226","ENSG00000149925","ALDOA","aldolase, fructose-bisphosphate A [Source:HGNC Symbol;Acc:HGNC:414]","ENTREZGENE_ACC"
"5531","ENSG00000149923","PPP4C","protein phosphatase 4 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9319]","ENTREZGENE_ACC"
"6911","ENSG00000149922","TBX6","T-box transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:11605]","ENTREZGENE_ACC"
"83719","ENSG00000090238","YPEL3","yippee like 3 [Source:HGNC Symbol;Acc:HGNC:18327]","ENTREZGENE_ACC"
"101928595","ENSG00000250616","YPEL3-DT","YPEL3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55547]","ENTREZGENE_ACC"
"79153","ENSG00000102886","GDPD3","glycerophosphodiester phosphodiesterase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28638]","ENTREZGENE_ACC"
"5595","ENSG00000102882","MAPK3","mitogen-activated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:6877]","ENTREZGENE_ACC"
"107984834","None","None","None",""
"11151","ENSG00000102879","CORO1A","coronin 1A [Source:HGNC Symbol;Acc:HGNC:2252]","ENTREZGENE_ACC"
"654483","ENSG00000169627","BOLA2B","bolA family member 2B [Source:HGNC Symbol;Acc:HGNC:32479]","ENTREZGENE_ACC"
"548593","ENSG00000132207","SLX1A","SLX1 homolog A, structure-specific endonuclease subunit [Source:HGNC Symbol;Acc:HGNC:20922]","ENTREZGENE_ACC"
"100526830","ENSG00000213599","SLX1A-SULT1A3","SLX1A-SULT1A3 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:44437]","ENTREZGENE_ACC"
"6818","ENSG00000261052","SULT1A3","sulfotransferase family 1A member 3 [Source:HGNC Symbol;Acc:HGNC:11455]","ENTREZGENE_ACC"
"613038","None","None","None",""
"101929894","None","None","None",""
"613037","ENSG00000198064","NPIPB13","nuclear pore complex interacting protein family, member B13 [Source:HGNC Symbol;Acc:HGNC:41989]","ENTREZGENE_ACC"
"595101","ENSG00000291266","SMG1P5","SMG1 pseudogene 5 [Source:NCBI gene (formerly Entrezgene);Acc:595101]","ENTREZGENE_ACC"
"10421","ENSG00000169217","CD2BP2","CD2 cytoplasmic tail binding protein 2 [Source:HGNC Symbol;Acc:HGNC:1656]","ENTREZGENE_ACC"
"101928707","None","None","None",""
"26000","ENSG00000169221","TBC1D10B","TBC1 domain family member 10B [Source:HGNC Symbol;Acc:HGNC:24510]","ENTREZGENE_ACC"
"29895","ENSG00000180209","MYL11","myosin light chain 11 [Source:HGNC Symbol;Acc:HGNC:29824]","ENTREZGENE_ACC"
"1731","ENSG00000180096","SEPTIN1","septin 1 [Source:HGNC Symbol;Acc:HGNC:2879]","ENTREZGENE_ACC"
"197407","ENSG00000180035","ZNF48","zinc finger protein 48 [Source:HGNC Symbol;Acc:HGNC:13114]","ENTREZGENE_ACC"
"51333","ENSG00000179965","ZNF771","zinc finger protein 771 [Source:HGNC Symbol;Acc:HGNC:29653]","ENTREZGENE_ACC"
"109616959","ENSG00000199787","SNORA80C","small nucleolar RNA, H/ACA box 80C [Source:HGNC Symbol;Acc:HGNC:50434]","ENTREZGENE_ACC"
"79077","ENSG00000179958","DCTPP1","dCTP pyrophosphatase 1 [Source:HGNC Symbol;Acc:HGNC:28777]","ENTREZGENE_ACC"
"22928","ENSG00000179918","SEPHS2","selenophosphate synthetase 2 [Source:HGNC Symbol;Acc:HGNC:19686]","ENTREZGENE_ACC"
"3683","ENSG00000005844","ITGAL","integrin subunit alpha L [Source:HGNC Symbol;Acc:HGNC:6148]","ENTREZGENE_ACC"
"100616405","ENSG00000266305","MIR4518","microRNA 4518 [Source:HGNC Symbol;Acc:HGNC:41809]","ENTREZGENE_ACC"
"79724","ENSG00000169957","ZNF768","zinc finger protein 768 [Source:HGNC Symbol;Acc:HGNC:26273]","ENTREZGENE_ACC"
"65988","ENSG00000169955","ZNF747","zinc finger protein 747 [Source:HGNC Symbol;Acc:HGNC:28350]","ENTREZGENE_ACC"
"107984875","ENSG00000235560","ZNF747-DT","ZNF747 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55668]","ENTREZGENE_ACC"
"92595","ENSG00000169951","ZNF764","zinc finger protein 764 [Source:HGNC Symbol;Acc:HGNC:28200]","ENTREZGENE_ACC"
"146542","ENSG00000229809","ZNF688","zinc finger protein 688 [Source:HGNC Symbol;Acc:HGNC:30489]","ENTREZGENE_ACC"
"146540","ENSG00000197162","ZNF785","zinc finger protein 785 [Source:HGNC Symbol;Acc:HGNC:26496]","ENTREZGENE_ACC"
"115509","ENSG00000156853","ZNF689","zinc finger protein 689 [Source:HGNC Symbol;Acc:HGNC:25173]","ENTREZGENE_ACC"
"78994","ENSG00000156858","PRR14","proline rich 14 [Source:HGNC Symbol;Acc:HGNC:28458]","ENTREZGENE_ACC"
"64319","ENSG00000156860","FBRS","fibrosin [Source:HGNC Symbol;Acc:HGNC:20442]","ENTREZGENE_ACC"
"730183","ENSG00000261840","None","novel transcript, antisense to SRCAP","ENTREZGENE_ACC"
"10847","ENSG00000080603","SRCAP","Snf2 related CREBBP activator protein [Source:HGNC Symbol;Acc:HGNC:16974]","ENTREZGENE_ACC"
"677813","ENSG00000206755","SNORA30","small nucleolar RNA, H/ACA box 30 [Source:HGNC Symbol;Acc:HGNC:32620]","ENTREZGENE_ACC"
"100862671","ENSG00000281991","TMEM265","transmembrane protein 265 [Source:HGNC Symbol;Acc:HGNC:51241]","ENTREZGENE_ACC"
"5261","ENSG00000156873","PHKG2","phosphorylase kinase catalytic subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:8931]","ENTREZGENE_ACC"
"90835","ENSG00000196118","CFAP119","cilia and flagella associated protein 119 [Source:HGNC Symbol;Acc:HGNC:28078]","ENTREZGENE_ACC"
"9810","ENSG00000103549","RNF40","ring finger protein 40 [Source:HGNC Symbol;Acc:HGNC:16867]","ENTREZGENE_ACC"
"23361","ENSG00000102870","ZNF629","zinc finger protein 629 [Source:HGNC Symbol;Acc:HGNC:29008]","ENTREZGENE_ACC"
"9274","ENSG00000099385","BCL7C","BAF chromatin remodeling complex subunit BCL7C [Source:HGNC Symbol;Acc:HGNC:1006]","ENTREZGENE_ACC"
"100616231","ENSG00000265991","MIR4519","microRNA 4519 [Source:HGNC Symbol;Acc:HGNC:41544]","ENTREZGENE_ACC"
"101928736","ENSG00000260083","MIR762HG","MIR762 host gene [Source:HGNC Symbol;Acc:HGNC:51386]","ENTREZGENE_ACC"
"100313837","ENSG00000211591","MIR762","microRNA 762 [Source:HGNC Symbol;Acc:HGNC:37303]","ENTREZGENE_ACC"
"1489","ENSG00000150281","CTF1","cardiotrophin 1 [Source:HGNC Symbol;Acc:HGNC:2499]","ENTREZGENE_ACC"
"283932","ENSG00000260852","FBXL19-AS1","FBXL19 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27557]","ENTREZGENE_ACC"
"54620","ENSG00000099364","FBXL19","F-box and leucine rich repeat protein 19 [Source:HGNC Symbol;Acc:HGNC:25300]","ENTREZGENE_ACC"
"93129","ENSG00000175938","ORAI3","ORAI calcium release-activated calcium modulator 3 [Source:HGNC Symbol;Acc:HGNC:28185]","ENTREZGENE_ACC"
"9739","ENSG00000099381","SETD1A","SET domain containing 1A, histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:29010]","ENTREZGENE_ACC"
"80270","ENSG00000099377","HSD3B7","hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7 [Source:HGNC Symbol;Acc:HGNC:18324]","ENTREZGENE_ACC"
"112755","ENSG00000099365","STX1B","syntaxin 1B [Source:HGNC Symbol;Acc:HGNC:18539]","ENTREZGENE_ACC"
"6810","ENSG00000103496","STX4","syntaxin 4 [Source:HGNC Symbol;Acc:HGNC:11439]","ENTREZGENE_ACC"
"101928762","None","None","None",""
"79759","ENSG00000167394","ZNF668","zinc finger protein 668 [Source:HGNC Symbol;Acc:HGNC:25821]","ENTREZGENE_ACC"
"9726","ENSG00000167395","ZNF646","zinc finger protein 646 [Source:HGNC Symbol;Acc:HGNC:29004]","ENTREZGENE_ACC"
"339105","ENSG00000151006","PRSS53","serine protease 53 [Source:HGNC Symbol;Acc:HGNC:34407]","ENTREZGENE_ACC"
"79001","ENSG00000167397","VKORC1","vitamin K epoxide reductase complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:23663]","ENTREZGENE_ACC"
"10295","ENSG00000103507","BCKDK","branched chain keto acid dehydrogenase kinase [Source:HGNC Symbol;Acc:HGNC:16902]","ENTREZGENE_ACC"
"84148","ENSG00000103510","KAT8","lysine acetyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:17933]","ENTREZGENE_ACC"
"5652","ENSG00000052344","PRSS8","serine protease 8 [Source:HGNC Symbol;Acc:HGNC:9491]","ENTREZGENE_ACC"
"146547","ENSG00000178226","PRSS36","serine protease 36 [Source:HGNC Symbol;Acc:HGNC:26906]","ENTREZGENE_ACC"
"2521","ENSG00000089280","FUS","FUS RNA binding protein [Source:HGNC Symbol;Acc:HGNC:4010]","ENTREZGENE_ACC"
"29108","ENSG00000103490","PYCARD","PYD and CARD domain containing [Source:HGNC Symbol;Acc:HGNC:16608]","ENTREZGENE_ACC"
"100652740","ENSG00000261359","PYCARD-AS1","PYCARD antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:45036]","ENTREZGENE_ACC"
"493829","ENSG00000177238","TRIM72","tripartite motif containing 72 [Source:HGNC Symbol;Acc:HGNC:32671]","ENTREZGENE_ACC"
"260434","ENSG00000169900","PYDC1","pyrin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30261]","ENTREZGENE_ACC"
"3684","ENSG00000169896","ITGAM","integrin subunit alpha M [Source:HGNC Symbol;Acc:HGNC:6149]","ENTREZGENE_ACC"
"3687","ENSG00000140678","ITGAX","integrin subunit alpha X [Source:HGNC Symbol;Acc:HGNC:6152]","ENTREZGENE_ACC"
"3681","ENSG00000156886","ITGAD","integrin subunit alpha D [Source:HGNC Symbol;Acc:HGNC:6146]","ENTREZGENE_ACC"
"1339","ENSG00000156885","COX6A2","cytochrome c oxidase subunit 6A2 [Source:HGNC Symbol;Acc:HGNC:2279]","ENTREZGENE_ACC"
"283933","ENSG00000176723","ZNF843","zinc finger protein 843 [Source:HGNC Symbol;Acc:HGNC:28710]","ENTREZGENE_ACC"
"79798","ENSG00000140691","ARMC5","armadillo repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:25781]","ENTREZGENE_ACC"
"7041","ENSG00000140682","TGFB1I1","transforming growth factor beta 1 induced transcript 1 [Source:HGNC Symbol;Acc:HGNC:11767]","ENTREZGENE_ACC"
"6524","ENSG00000140675","SLC5A2","solute carrier family 5 member 2 [Source:HGNC Symbol;Acc:HGNC:11037]","ENTREZGENE_ACC"
"64755","ENSG00000140688","RUSF1","RUS family member 1 [Source:HGNC Symbol;Acc:HGNC:25848]","ENTREZGENE_ACC"
"51327","ENSG00000169877","AHSP","alpha hemoglobin stabilizing protein [Source:HGNC Symbol;Acc:HGNC:18075]","ENTREZGENE_ACC"
"105371173","None","None","None",""
"102724018","ENSG00000290715","FRG2KP","FSHD region gene 2 family member K, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:102724018]","ENTREZGENE_ACC"
"440359","None","None","None",""
"100132341","None","None","None",""
"124411","ENSG00000197302","KRBOX5","KRAB box domain containing 5 [Source:HGNC Symbol;Acc:HGNC:26987]","ENTREZGENE_ACC"
"107983990","None","None","None",""
"317702","None","None","None",""
"10308","ENSG00000185947","ZNF267","zinc finger protein 267 [Source:HGNC Symbol;Acc:HGNC:13060]","ENTREZGENE_ACC"
"105371174","None","None","None",""
"102725101","None","None","None",""
"100289574","None","None","None",""
"105379466","None","None","None",""
"729264","ENSG00000183632","TP53TG3","TP53 target 3 [Source:HGNC Symbol;Acc:HGNC:30759]","ENTREZGENE_ACC"
"729264","ENSG00000205456","TP53TG3D","TP53 target 3D [Source:HGNC Symbol;Acc:HGNC:44657]","ENTREZGENE_ACC"
"729264","ENSG00000205457","TP53TG3C","TP53 target 3C [Source:HGNC Symbol;Acc:HGNC:42962]","ENTREZGENE_ACC"
"729264","ENSG00000261509","TP53TG3B","TP53 target 3B [Source:HGNC Symbol;Acc:HGNC:37202]","ENTREZGENE_ACC"
"100507221","None","None","None",""
"390705","None","None","None",""
"105371191","None","None","None",""
"102724062","None","None","None",""
"107984013","None","None","None",""
"24150","ENSG00000183632","TP53TG3","TP53 target 3 [Source:HGNC Symbol;Acc:HGNC:30759]","ENTREZGENE_ACC"
"24150","ENSG00000205456","TP53TG3D","TP53 target 3D [Source:HGNC Symbol;Acc:HGNC:44657]","ENTREZGENE_ACC"
"24150","ENSG00000205457","TP53TG3C","TP53 target 3C [Source:HGNC Symbol;Acc:HGNC:42962]","ENTREZGENE_ACC"
"24150","ENSG00000261509","TP53TG3B","TP53 target 3B [Source:HGNC Symbol;Acc:HGNC:37202]","ENTREZGENE_ACC"
"105371177","None","None","None",""
"386757","ENSG00000290985","SLC6A10P","solute carrier family 6 member 10, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:386757]","ENTREZGENE_ACC"
"388255","None","None","None",""
"653550","ENSG00000205457","TP53TG3C","TP53 target 3C [Source:HGNC Symbol;Acc:HGNC:42962]","ENTREZGENE_ACC"
"102724101","ENSG00000275034","TP53TG3E","TP53 target 3 family member E [Source:HGNC Symbol;Acc:HGNC:51816]","ENTREZGENE_ACC"
"105369266","None","None","None",""
"729355","ENSG00000183632","TP53TG3","TP53 target 3 [Source:HGNC Symbol;Acc:HGNC:30759]","ENTREZGENE_ACC"
"729355","ENSG00000205456","TP53TG3D","TP53 target 3D [Source:HGNC Symbol;Acc:HGNC:44657]","ENTREZGENE_ACC"
"729355","ENSG00000205457","TP53TG3C","TP53 target 3C [Source:HGNC Symbol;Acc:HGNC:42962]","ENTREZGENE_ACC"
"729355","ENSG00000261509","TP53TG3B","TP53 target 3B [Source:HGNC Symbol;Acc:HGNC:37202]","ENTREZGENE_ACC"
"105379473","None","None","None",""
"102724127","ENSG00000278848","TP53TG3F","TP53 target 3 family member F [Source:HGNC Symbol;Acc:HGNC:51817]","ENTREZGENE_ACC"
"105379474","None","None","None",""
"101929031","None","None","None",""
"107984855","None","None","None",""
"107984083","None","None","None",""
"102724207","None","None","None",""
"104644205","None","None","None",""
"390714","None","None","None",""
"105369183","None","None","None",""
"113218496","None","None","None",""
"102724485","ENSG00000284209","CCNYL1B","cyclin Y like 1B [Source:HGNC Symbol;Acc:HGNC:56313]","ENTREZGENE_ACC"
"105379475","None","None","None",""
"107987236","None","None","None",""
"107987235","None","None","None",""
"102724523","None","None","None",""
"100505948","None","None","None",""
"162137","None","None","None",""
"107984902","None","None","None",""
"105371195","None","None","None",""
"102724928","None","None","None",""
"105371197","None","None","None",""
"606551","None","None","None",""
"112268173","ENSG00000261398","None","novel transcript","ENTREZGENE_ACC"
"105371200","ENSG00000260958","None","novel transcript","ENTREZGENE_ACC"
"105371199","None","None","None",""
"105371198","None","None","None",""
"283914","ENSG00000259841","LINC01566","long intergenic non-protein coding RNA 1566 [Source:HGNC Symbol;Acc:HGNC:27555]","ENTREZGENE_ACC"
"105371201","None","None","None",""
"105371203","None","None","None",""
"146481","None","None","None",""
"100130700","None","None","None",""
"105371204","None","None","None",""
"400533","ENSG00000261122","LINC02167","long intergenic non-protein coding RNA 2167 [Source:HGNC Symbol;Acc:HGNC:53028]","ENTREZGENE_ACC"
"124149","None","None","None",""
"79801","ENSG00000171241","SHCBP1","SHC binding and spindle associated 1 [Source:HGNC Symbol;Acc:HGNC:29547]","ENTREZGENE_ACC"
"55737","ENSG00000069329","VPS35","VPS35 retromer complex component [Source:HGNC Symbol;Acc:HGNC:13487]","ENTREZGENE_ACC"
"23594","ENSG00000091651","ORC6","origin recognition complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:17151]","ENTREZGENE_ACC"
"91807","ENSG00000140795","MYLK3","myosin light chain kinase 3 [Source:HGNC Symbol;Acc:HGNC:29826]","ENTREZGENE_ACC"
"388272","ENSG00000155330","C16orf87","chromosome 16 open reading frame 87 [Source:HGNC Symbol;Acc:HGNC:33754]","ENTREZGENE_ACC"
"84706","ENSG00000166123","GPT2","glutamic--pyruvic transaminase 2 [Source:HGNC Symbol;Acc:HGNC:18062]","ENTREZGENE_ACC"
"109623466","None","None","None",""
"10294","ENSG00000069345","DNAJA2","DnaJ heat shock protein family (Hsp40) member A2 [Source:HGNC Symbol;Acc:HGNC:14884]","ENTREZGENE_ACC"
"81831","ENSG00000171208","NETO2","neuropilin and tolloid like 2 [Source:HGNC Symbol;Acc:HGNC:14644]","ENTREZGENE_ACC"
"101927102","None","None","None",""
"81533","ENSG00000129636","ITFG1","integrin alpha FG-GAP repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:30697]","ENTREZGENE_ACC"
"101927080","None","None","None",""
"5257","ENSG00000102893","PHKB","phosphorylase kinase regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:8927]","ENTREZGENE_ACC"
"105371236","None","None","None",""
"100507534","ENSG00000261325","LINC02192","long intergenic non-protein coding RNA 2192 [Source:HGNC Symbol;Acc:HGNC:53054]","ENTREZGENE_ACC"
"101927132","ENSG00000261231","LINC02133","long intergenic non-protein coding RNA 2133 [Source:HGNC Symbol;Acc:HGNC:52993]","ENTREZGENE_ACC"
"105371237","None","None","None",""
"105371238","None","None","None",""
"94160","ENSG00000140798","ABCC12","ATP binding cassette subfamily C member 12 [Source:HGNC Symbol;Acc:HGNC:14640]","ENTREZGENE_ACC"
"85320","ENSG00000121270","ABCC11","ATP binding cassette subfamily C member 11 [Source:HGNC Symbol;Acc:HGNC:14639]","ENTREZGENE_ACC"
"83752","ENSG00000102910","LONP2","lon peptidase 2, peroxisomal [Source:HGNC Symbol;Acc:HGNC:20598]","ENTREZGENE_ACC"
"6477","ENSG00000196470","SIAH1","siah E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:10857]","ENTREZGENE_ACC"
"112268166","None","None","None",""
"9683","ENSG00000102921","N4BP1","NEDD4 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29850]","ENTREZGENE_ACC"
"105371240","None","None","None",""
"105371241","None","None","None",""
"102724847","None","None","None",""
"869","ENSG00000102924","CBLN1","cerebellin 1 precursor [Source:HGNC Symbol;Acc:HGNC:1543]","ENTREZGENE_ACC"
"102724859","ENSG00000279249","None","novel transcript, antisense to CBLN1","ENTREZGENE_ACC"
"105371243","None","None","None",""
"123970","ENSG00000166152","C16orf78","chromosome 16 open reading frame 78 [Source:HGNC Symbol;Acc:HGNC:28479]","ENTREZGENE_ACC"
"105371244","None","None","None",""
"105371245","None","None","None",""
"101927228","ENSG00000261623","LINC02179","long intergenic non-protein coding RNA 2179 [Source:HGNC Symbol;Acc:HGNC:53041]","ENTREZGENE_ACC"
"23090","ENSG00000102935","ZNF423","zinc finger protein 423 [Source:HGNC Symbol;Acc:HGNC:16762]","ENTREZGENE_ACC"
"1596","None","None","None",""
"255919","ENSG00000205423","CNEP1R1","CTD nuclear envelope phosphatase 1 regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:26759]","ENTREZGENE_ACC"
"55027","ENSG00000155393","HEATR3","HEAT repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:26087]","ENTREZGENE_ACC"
"64282","ENSG00000121274","TENT4B","terminal nucleotidyltransferase 4B [Source:HGNC Symbol;Acc:HGNC:30758]","ENTREZGENE_ACC"
"113","ENSG00000121281","ADCY7","adenylate cyclase 7 [Source:HGNC Symbol;Acc:HGNC:238]","ENTREZGENE_ACC"
"102465462","ENSG00000274969","MIR6771","microRNA 6771 [Source:HGNC Symbol;Acc:HGNC:50212]","ENTREZGENE_ACC"
"29117","ENSG00000166164","BRD7","bromodomain containing 7 [Source:HGNC Symbol;Acc:HGNC:14310]","ENTREZGENE_ACC"
"105371248","ENSG00000261092","LINC02178","long intergenic non-protein coding RNA 2178 [Source:HGNC Symbol;Acc:HGNC:53040]","ENTREZGENE_ACC"
